energy	num_occurrences	sample
-18.000000	0	16	[0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 1 1 1]
-18.000000	0	4	[0 1 0 0 1 0 0 1 0 1 0 1 0 0 0 1 0 0 1 1 1]
-18.000000	0	3	[0 1 0 0 1 1 0 0 0 1 0 1 1 0 0 0 0 0 1 1 1]
-18.000000	0	2	[0 1 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 1]
-18.000000	0	58	[0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 1]
-18.000000	0	4	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1]
-18.000000	0	17	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0]
-18.000000	0	3	[0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1]
-18.000000	0	10	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 1 1 1]
-18.000000	0	23	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0]
-18.000000	0	22	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 1]
-18.000000	0	2	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0]
-18.000000	0	9	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 0 1 0 1]
-18.000000	0	4	[0 1 0 0 1 1 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0]
-18.000000	0	2	[0 1 0 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0]
-18.000000	0	5	[0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 1 1 1]
-18.000000	0	11	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1]
-18.000000	0	54	[0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 1 1]
-18.000000	0	19	[0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1]
-18.000000	0	7	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 1 0]
-18.000000	0	16	[0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 1 1 1]
-18.000000	0	3	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0]
-18.000000	0	7	[0 0 0 0 1 0 0 1 0 1 0 1 1 0 0 1 0 0 1 1 1]
-18.000000	0	4	[0 1 0 0 1 1 0 1 0 0 0 1 1 0 0 0 0 0 1 1 1]
-18.000000	0	7	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 0]
-18.000000	0	4	[0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 0 0 1 1 1]
-18.000000	0	14	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1]
-18.000000	0	66	[0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1]
-18.000000	0	23	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 1]
-18.000000	0	26	[0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 1]
-18.000000	0	9	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 0 1]
-18.000000	0	3	[0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 1]
-18.000000	0	2	[0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 1 0 0 0 1 1]
-18.000000	0	16	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 0 1 1]
-18.000000	0	17	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 0]
-16.000000	0	8	[0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 1]
-16.000000	0	6	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0]
-16.000000	0	4	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 0 1 0 0 0 0]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 0 0 0]
-16.000000	0	9	[1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1]
-16.000000	0	10	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 0]
-16.000000	0	5	[0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0]
-16.000000	0	6	[0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 1 0 0 1]
-16.000000	0	6	[1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1]
-16.000000	0	4	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1]
-16.000000	0	7	[0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 1 0 0 1]
-16.000000	0	1	[1 0 0 0 1 1 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0]
-16.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0 0 0 1 1]
-16.000000	0	1	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 0 0 0 1]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 0 1]
-16.000000	0	1	[0 1 0 0 1 1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 1]
-16.000000	0	7	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0]
-16.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 0 1]
-16.000000	0	13	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0]
-16.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 1 1 1]
-16.000000	0	1	[0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 1 0 1]
-16.000000	0	2	[0 0 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 1]
-16.000000	0	10	[0 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1]
-16.000000	0	2	[0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 0 1 1 1]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 1 1]
-16.000000	0	4	[0 1 1 0 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 0 0 0 0 0 0 1 0 0 1 1 1]
-16.000000	0	1	[0 1 0 0 1 1 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0]
-16.000000	0	6	[0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 0]
-16.000000	0	7	[0 1 1 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1]
-16.000000	0	5	[0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1]
-16.000000	0	2	[0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 0 1]
-16.000000	0	1	[0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 0 0 0 1 1 1]
-16.000000	0	10	[0 0 0 0 1 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0]
-16.000000	0	1	[0 1 1 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 1]
-16.000000	0	18	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0]
-16.000000	0	2	[0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 1 0 1]
-16.000000	0	1	[0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 1 1]
-16.000000	0	1	[0 0 0 0 1 1 1 1 0 1 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	1	[0 0 0 1 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 1 0]
-16.000000	0	1	[0 0 0 0 1 0 1 0 0 1 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	2	[0 1 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 0 1 1]
-16.000000	0	4	[0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 1 0 0 1 1 1]
-16.000000	0	1	[0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 0 1]
-16.000000	0	7	[0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0]
-16.000000	0	2	[0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1]
-16.000000	0	1	[0 1 0 0 0 0 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0]
-16.000000	0	4	[0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	2	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 1 0 0 0 1 1 1]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 0 0 0 1 0 0 1 0 1 0 0 1]
-16.000000	0	1	[0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 1 0]
-16.000000	0	2	[0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 0]
-16.000000	0	4	[0 1 0 0 1 1 0 1 0 0 0 0 0 0 1 0 0 0 1 1 1]
-16.000000	0	1	[0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0]
-16.000000	0	9	[0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 1 0]
-16.000000	0	14	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 0 1 0 1 0 1]
-16.000000	0	4	[0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 0 1]
-16.000000	0	20	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0]
-16.000000	0	5	[0 1 0 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	31	[0 1 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0]
-16.000000	0	2	[0 1 0 0 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0]
-16.000000	0	2	[0 0 0 0 1 1 0 1 0 0 0 1 1 0 0 1 0 0 1 0 1]
-16.000000	0	11	[0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 0 0 0 1 1 1]
-16.000000	0	1	[0 0 0 0 1 1 0 0 0 1 0 1 1 0 0 1 0 0 0 1 1]
-16.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 1 0 0 1 0 1]
-16.000000	0	10	[0 0 0 1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 0]
-16.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1]
-16.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 0 1 1]
-16.000000	0	3	[0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 0 0 0 1 1 1]
-16.000000	0	1	[0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 0 0 1 1 0 0 0 1 0 1 0 0]
-16.000000	0	1	[0 1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1]
-16.000000	0	1	[0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 0 1 1 0]
-16.000000	0	1	[0 1 1 0 0 1 0 1 0 0 0 1 1 0 0 1 0 0 1 1 1]
-16.000000	0	1	[0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 0 1 0 1]
-16.000000	0	1	[0 0 0 0 1 1 0 1 0 0 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	13	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1]
-16.000000	0	4	[0 0 0 0 1 0 1 1 0 1 0 1 1 0 0 1 0 0 1 1 1]
-16.000000	0	6	[0 0 0 1 1 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 0]
-16.000000	0	1	[0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1]
-16.000000	0	2	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 0 0 0 1 0 1]
-16.000000	0	13	[0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 1]
-16.000000	0	2	[0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1]
-16.000000	0	1	[0 0 0 1 0 1 0 0 0 1 0 1 1 0 0 1 0 0 1 1 0]
-16.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 0 1 1 0]
-16.000000	0	8	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1]
-16.000000	0	1	[0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1 0 0 1 1 1]
-16.000000	0	5	[0 0 0 0 1 0 1 1 0 1 0 0 1 0 0 1 0 0 1 0 1]
-16.000000	0	1	[0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1]
-16.000000	0	5	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0]
-16.000000	0	5	[0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 0]
-16.000000	0	6	[0 0 1 0 0 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1]
-16.000000	0	4	[0 0 0 0 1 0 1 1 0 1 0 0 0 0 0 1 0 0 1 1 1]
-16.000000	0	9	[0 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0]
-16.000000	0	2	[0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	5	[0 1 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0]
-16.000000	0	1	[0 0 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0 1 1 1]
-16.000000	0	7	[0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 1]
-16.000000	0	5	[0 0 0 1 0 1 0 1 0 1 0 0 1 0 0 1 0 0 1 1 0]
-16.000000	0	2	[0 1 0 0 1 0 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0]
-14.000000	0	1	[1 0 0 0 1 1 0 0 1 0 1 0 0 0 0 1 0 1 0 0 0]
-14.000000	0	1	[1 0 0 0 1 1 0 0 1 0 0 0 0 1 0 1 0 0 1 0 0]
-14.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0]
-14.000000	0	1	[0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 1 0 1 0 0 1]
-14.000000	0	4	[1 0 0 0 1 1 0 0 0 0 0 1 1 0 0 1 0 0 1 1 1]
-14.000000	0	1	[1 0 0 1 0 1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0]
-14.000000	0	2	[0 0 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0]
-14.000000	0	1	[1 0 0 0 0 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1]
-14.000000	0	2	[1 0 0 0 0 1 0 0 1 0 1 0 0 1 1 0 0 0 1 0 0]
-14.000000	0	1	[0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 1 1 1]
-14.000000	0	1	[1 0 0 0 1 1 0 1 0 0 0 1 0 0 0 1 0 0 1 1 1]
-14.000000	0	2	[1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 1 1 1]
-14.000000	0	1	[1 0 0 0 1 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 0]
-14.000000	0	6	[0 1 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 1 0 1]
-14.000000	0	1	[1 0 0 0 1 1 0 0 0 0 0 1 0 1 0 1 0 0 1 0 0]
-14.000000	0	1	[1 0 0 1 0 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 0]
-14.000000	0	1	[1 0 0 0 1 1 0 0 0 0 1 0 0 1 0 1 0 0 1 0 0]
-14.000000	0	1	[1 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 1 1]
-14.000000	0	2	[1 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 1 1]
-14.000000	0	2	[0 0 0 0 0 1 0 0 1 1 0 0 1 0 0 1 0 1 0 0 1]
-14.000000	0	1	[0 0 1 0 0 1 0 0 1 0 1 0 1 0 0 1 0 0 1 0 0]
-14.000000	0	1	[0 0 0 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 0]
-14.000000	0	2	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 0 0 0]
-14.000000	0	16	[1 1 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1]
-14.000000	0	1	[0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 0 1 0 1 0 0]
-14.000000	0	2	[0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 0 0]
-14.000000	0	1	[0 0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 1 0 0 1]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 1 1 0 1]
-14.000000	0	2	[0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 0 0 0 1]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 1 1 0 1 0 0]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 1]
-14.000000	0	2	[0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 1 0 0 0]
-14.000000	0	1	[0 0 0 0 1 1 0 0 1 0 1 0 1 0 0 1 0 1 0 0 0]
-14.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 0 0 0 0 1 0 0 0 1 1]
-14.000000	0	1	[0 0 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 1 0 0]
-14.000000	0	1	[0 1 0 0 1 1 0 0 1 1 0 0 1 0 0 1 0 1 0 0 1]
-14.000000	0	1	[1 0 0 0 1 1 0 0 0 0 1 0 0 0 1 0 0 0 1 1 0]
-14.000000	0	1	[0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0 1 0 0 1]
-14.000000	0	1	[1 1 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1]
-14.000000	0	1	[0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 0 0 1 0 0 1]
-14.000000	0	2	[1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 1 1 1]
-14.000000	0	1	[0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 0 1 0]
-14.000000	0	1	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1]
-14.000000	0	1	[0 0 0 0 1 1 0 0 1 1 0 1 1 0 0 1 0 0 1 0 1]
-14.000000	0	2	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 1 0 1 1 0]
-14.000000	0	2	[0 0 0 0 1 1 0 0 1 1 0 0 1 0 0 0 1 0 1 0 0]
-14.000000	0	3	[1 0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 0 0 1 1 1]
-14.000000	0	2	[0 1 0 0 1 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 1]
-14.000000	0	3	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 1 0 1 0 0]
-14.000000	0	1	[0 1 0 0 1 0 0 1 0 0 0 1 0 0 1 0 0 0 0 1 1]
-14.000000	0	1	[0 0 0 0 0 0 1 1 0 1 0 0 1 0 0 1 0 0 1 1 0]
-14.000000	0	1	[0 1 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 0]
-14.000000	0	1	[0 0 0 0 1 1 0 0 0 0 0 1 0 0 1 0 0 0 1 1 1]
-14.000000	0	2	[0 0 0 0 1 1 0 1 0 0 0 1 0 0 1 0 0 0 1 1 0]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 0 0 0 0 1 0 1 0 1 1]
-14.000000	0	1	[0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 0 0 0 1 1 1]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 0 0 1 1 0 1 1 0 0 1 1 1]
-14.000000	0	1	[0 0 0 0 0 0 1 1 0 1 0 1 1 0 0 1 0 0 1 1 1]
-14.000000	0	3	[0 1 0 0 1 1 0 1 0 1 0 1 0 1 0 1 0 0 1 0 0]
-14.000000	0	3	[0 1 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 0 1 0]
-14.000000	0	1	[0 0 0 0 1 0 0 1 0 1 0 1 0 0 0 0 0 0 1 1 1]
-14.000000	0	1	[0 0 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1]
-14.000000	0	1	[0 1 0 0 0 1 0 1 0 0 0 1 1 0 1 0 0 0 1 1 1]
-14.000000	0	1	[0 1 1 0 0 1 0 0 0 1 0 1 0 0 0 1 0 0 1 1 1]
-14.000000	0	1	[0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 0 0]
-14.000000	0	1	[0 0 1 0 0 1 0 0 0 0 0 0 1 0 0 1 0 0 1 1 1]
-14.000000	0	1	[0 0 0 1 0 1 0 1 0 1 0 1 0 1 0 1 0 0 0 0 0]
-14.000000	0	1	[0 0 0 0 1 1 0 1 0 0 1 0 0 0 0 1 0 0 1 1 0]
-14.000000	0	1	[0 0 0 0 1 0 1 1 0 1 0 0 0 1 0 1 0 0 1 0 0]
-14.000000	0	2	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 1 0 1 0 0 1]
-14.000000	0	1	[0 0 0 0 1 0 1 1 0 0 1 0 1 0 0 1 0 0 1 1 1]
-14.000000	0	2	[0 0 0 0 1 1 0 1 0 1 0 1 1 0 0 0 1 0 1 0 1]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 0 1 0 1 0 0 1 0 0 1 1 0]
-14.000000	0	1	[0 1 0 0 1 1 0 0 0 1 0 1 1 0 0 0 1 0 1 0 1]
-14.000000	0	1	[0 1 0 0 1 1 0 0 0 1 0 0 1 0 0 0 1 0 1 0 0]
-14.000000	0	5	[0 1 0 0 1 1 0 1 0 1 0 1 1 0 0 1 0 1 0 1 1]
-14.000000	0	1	[0 1 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 0]
-14.000000	0	1	[0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 1 1 1]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 1 0 1 0 1]
-14.000000	0	1	[0 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0]
-14.000000	0	2	[0 1 0 0 0 1 0 1 0 1 0 1 1 0 0 0 1 0 1 1 0]
-14.000000	0	1	[0 1 0 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 0 1 1]
-14.000000	0	1	[0 1 0 1 0 1 0 1 0 1 0 1 0 0 0 1 0 0 1 1 0]
-14.000000	0	3	[0 1 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 1 1]
-14.000000	0	2	[0 1 0 0 0 1 0 1 0 1 0 0 1 0 0 1 0 1 0 1 1]
-14.000000	0	1	[0 0 0 1 0 1 0 1 0 1 0 1 1 0 0 1 0 0 1 0 1]
